95
2.06115e-09 2.34062e-09 1.95709e-09 1.75341e-22 0.000152389
4.12231e-08 5.34389e-08 3.79456e-08 8.76704e-21 0.0010284
4.1223e-07 5.46919e-07 3.7764e-07 2.19176e-19 0.00399397
2.7482e-06 3.45074e-06 2.54588e-06 3.65294e-18 0.0115168
1.3741e-05 1.79238e-05 1.26976e-05 4.56617e-17 0.025145
5.49635e-05 0.000107495 5.06472e-05 4.56617e-16 0.0456377
0.00018321 0.000238714 0.000171929 3.80514e-15 0.0705457
0.000523445 0.000986038 0.00048554 2.71796e-14 0.0950969
0.00130856 0.00321793 0.00119534 1.69872e-13 0.11443
0.00290772 0.00410133 0.00266702 9.43735e-13 0.12327
0.00581476 0.00737286 0.00532712 4.71868e-12 0.120574
0.0105702 0.0134981 0.00961859 2.14485e-11 0.107528
0.0176109 0.0182619 0.0171218 8.93689e-11 0.0888179
0.0270775 0.0265218 0.0263951 3.43726e-10 0.0678159
0.0386403 0.0492939 0.036649 1.22759e-09 0.0479227
0.0514291 0.0538225 0.0495599 4.09198e-09 0.031905
0.0641074 0.0672687 0.0615536 1.27874e-08 0.0199212
0.0751325 0.0804143 0.077258 3.76101e-08 0.0116933
0.0830103 0.0805035 0.0831701 1.04473e-07 0.00647248
0.086704 0.0906025 0.0831778 2.74928e-07 0.00339288
0.0858559 0.0867764 0.0869557 6.8732e-07 0.00169644
0.0809264 0.0774448 0.0863411 1.63648e-06 0.000807827
0.0727071 0.0725943 0.0782207 3.71926e-06 0.000367194
0.0625219 0.0677302 0.0676674 8.08535e-06 0.00015965
0.0517921 0.0528413 0.0598223 1.68445e-05 6.65207e-05
0.0411574 0.0410649 0.043675 3.3689e-05 2.66083e-05
0.0314746 0.031724 0.0356677 6.47865e-05 1.0234e-05
0.0233377 0.0231648 0.0315176 0.000119975 3.79035e-06
0.0167834 0.0166293 0.0204164 0.000214241 1.3537e-06
0.0115875 0.0115684 0.0121348 0.000369381 4.66792e-07
0.00784103 0.00789545 0.00836762 0.000615635 1.55597e-07
0.00612385 0.00542727 0.00582627 0.00099296 5.01927e-08
0.00553725 0.00374681 0.0038007 0.0015515 1.56852e-08
0.00265695 0.00220592 0.00210885 0.00235076 4.7531e-09
0.00168563 0.00124558 0.00138888 0.003457 1.39797e-09
0.00110095 0.000743685 0.00077259 0.00493856 3.9942e-10
0.00058895 0.000446366 0.000426148 0.00685912 1.1095e-10
0.00294887 0.000245874 0.000229298 0.00927017 2.99865e-11
0.000865012 0.000132267 0.000120043 0.0121973 7.89118e-12
0.00102298 7.02811e-05 6.22587e-05 0.0156398 2.02338e-12
0.00382562 3.55479e-05 3.14968e-05 0.0195477 5.05845e-13
0.00101655 1.74944e-05 1.61464e-05 0.0238409 1.23377e-13
0.00310047 8.39956e-06 7.65752e-06 0.0283812 2.93754e-14
