72
2.0257e-09 1.87378e-09 2.10096e-09 1.75341e-22 0.000136229
4.75351e-08 3.74755e-08 4.0698e-08 8.76704e-21 0.0010405
3.81731e-07 3.74755e-07 3.83496e-07 2.19176e-19 0.00412421
2.50673e-06 2.49837e-06 2.66358e-06 3.65294e-18 0.0116842
1.31076e-05 1.24918e-05 1.25214e-05 4.56617e-17 0.0256064
0.000554871 0.000389597 5.45994e-05 4.56617e-16 0.0461606
0.00145957 0.000166944 0.000355858 3.80514e-15 0.0711101
0.00737301 0.00109948 0.000486208 2.71796e-14 0.0955709
0.00215316 0.0011897 0.00865808 1.69872e-13 0.113476
0.00327102 0.00264378 0.00357071 9.43735e-13 0.122914
0.00607758 0.00528755 0.00771438 4.71868e-12 0.120521
0.00970081 0.00961373 0.0121657 2.14485e-11 0.107539
0.0256805 0.0160229 0.0332884 8.93689e-11 0.0885435
0.024669 0.0282991 0.0311944 3.43726e-10 0.0672518
0.0440417 0.0353656 0.0433654 1.22759e-09 0.0480843
0.0498794 0.046954 0.0499026 4.09198e-09 0.0318622
0.0656886 0.058692 0.0683493 2.57086e-06 0.019791
0.0690499 0.0690975 0.0822413 7.78656e-06 0.0116036
0.0792184 0.0821393 0.0814847 7.95403e-06 0.00644646
0.0839872 0.08798 0.0826448 1.09055e-05 0.00339288
0.0811314 0.0850165 0.0843582 1.69582e-05 0.00169644
0.0769137 0.0781868 0.0770025 4.32927e-05 0.000807827
0.0746938 0.0705851 0.0764075 7.21802e-05 0.000367194
0.0710912 0.0626706 0.0608488 0.000108033 0.00015965
0.0508613 0.0617234 0.0511679 0.00018725 6.65207e-05
0.0480545 0.0532028 0.0405342 0.000330838 2.66083e-05
0.0371937 0.0456739 0.0311802 0.000464951 1.0234e-05
0.0250982 0.0292661 0.0230964 0.000746781 3.79035e-06
0.0173413 0.0168572 0.0164974 0.00118407 1.3537e-06
0.0140118 0.0121979 0.0113775 0.00163454 4.66792e-07
0.0103491 0.0111088 0.00758503 0.0022217 1.55597e-07
0.00605385 0.00508527 0.00489357 0.00313654 5.01927e-08
0.00647839 0.0176784 0.00526096 0.00440398 1.56852e-08
0.00307664 0.00245304 0.00185366 0.00580008 4.7531e-09
0.00283133 0.00142878 0.00109037 0.00740913 1.39797e-09
0.00126831 0.00071393 0.000623067 0.00947104 3.9942e-10
0.000346149 0.000528743 0.000346148 0.0119766 1.1095e-10
0.000187107 0.00030772 0.000187107 0.0146636 2.99865e-11
9.85371e-05 0.000172038 9.84775e-05 0.0176434 7.89118e-12
5.05013e-05 9.57326e-05 5.05013e-05 0.0216446 2.02338e-12
2.52506e-05 4.74281e-05 2.52506e-05 0.0256056 5.05845e-13
1.23174e-05 2.31178e-05 1.23174e-05 0.0289278 1.23377e-13
5.86542e-06 1.1028e-05 5.86542e-06 0.0333706 2.93754e-14
2.7281e-06 5.12993e-06 2.7281e-06 0.037951 6.8315e-15
1.24005e-06 2.33182e-06 1.24005e-06 0.0422111 1.55261e-15
5.51132e-07 1.03636e-06 5.51132e-07 0.0454421 3.45025e-16
2.39623e-07 4.5059e-07 2.39623e-07 0.0487042 7.50054e-17
1.01967e-07 1.9174e-07 1.01967e-07 0.051075 1.59586e-17
4.24863e-08 7.98916e-08 4.24863e-08 0.0523056 3.32471e-18
1.73413e-08 3.26088e-08 1.73413e-08 0.0532416 6.78512e-19
6.93654e-09 1.30435e-08 6.93654e-09 0.0522903 1.35702e-19
2.72021e-09 5.11511e-09 2.72021e-09 0.0511858 2.66083e-20
1.04623e-09 1.96735e-09 1.04623e-09 0.0491235 5.11698e-21
3.94805e-10 7.42396e-10 3.94805e-10 0.0464989 9.65469e-22
1.46224e-10 2.74961e-10 1.46224e-10 0.042503 1.78791e-22
5.31725e-11 9.9986e-11 5.31725e-11 0.0388052 3.25074e-23
1.89902e-11 3.57093e-11 1.89902e-11 0.0348998 5.80489e-24
6.66322e-12 1.25296e-11 6.66322e-12 0.0309799 1.0184e-24
2.29766e-12 4.32054e-12 2.29766e-12 0.0258805 1.75586e-25
7.78868e-13 1.46459e-12 7.78868e-13 0.0219326 2.97604e-26
2.59623e-13 4.88197e-13 2.59623e-13 0.0182772 4.96007e-27
8.51222e-14 3.07032e-14 8.51222e-14 0.0149813 8.13126e-28
2.74588e-14 2.74588e-14 2.74588e-14 0.0120817 1.31149e-28
8.71707e-15 8.71707e-15 8.71707e-15 0.00958863 2.08174e-29
2.72408e-15 2.72408e-15 2.72408e-15 0.00749112 3.25271e-30
8.3818e-16 8.3818e-16 8.3818e-16 0.0057624 5.00417e-31
2.53994e-16 2.53994e-16 2.53994e-16 0.00436545 7.58208e-32
7.58191e-17 7.58191e-17 7.58191e-17 0.0032578 1.13165e-32
2.22997e-17 2.22997e-17 2.22997e-17 0.00239544 1.6642e-33
6.46369e-18 6.46369e-18 6.46369e-18 0.00173583 2.41188e-34
1.84677e-18 1.84677e-18 1.84677e-18 0.00123988 3.44554e-35
5.20216e-19 5.20216e-19 5.20216e-19 0.000873153 4.85288e-36
